dataset,task_type,model,seed,features,val_score,test_score
airlines,normal_hard,LGBModel,0,"[['noise_1', 'noise_2', 'noise_3', 'noise_4', 'noise_5', 'noise_6', 'noise_7', 'Flight', 'DayOfWeek', 'Time', 'Length', 'Airline', 'AirportFrom', 'AirportTo', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'noise_3', 'noise_4', 'noise_6', 'noise_7', 'Flight', 'DayOfWeek', 'Time', 'Length', 'Airline', 'AirportFrom', 'AirportTo', 'AG_normal_noise_1'], ['noise_1', 'noise_3', 'noise_4', 'noise_5', 'noise_6', 'noise_7', 'Flight', 'DayOfWeek', 'Time', 'Length', 'Airline', 'AirportFrom', 'AirportTo', 'AG_normal_noise_1'], ['noise_1', 'noise_3', 'noise_4', 'noise_5', 'noise_6', 'Flight', 'DayOfWeek', 'Time', 'Length', 'Airline', 'AirportFrom', 'AirportTo', 'AG_normal_noise_1']]","[0.666, 0.6656, 0.6665, 0.6662]","[0.6667, 0.6659, 0.6668, 0.6662]"
airlines,normal_hard,BaggedLGBModel,0,"[['noise_1', 'noise_2', 'noise_3', 'noise_4', 'noise_5', 'noise_6', 'noise_7', 'Flight', 'DayOfWeek', 'Time', 'Length', 'Airline', 'AirportFrom', 'AirportTo', 'AG_normal_noise_1']]",[0.6653],[0.667]
airlines,normal_hard,LGBModel,1,"[['noise_1', 'noise_2', 'noise_3', 'noise_4', 'noise_5', 'noise_6', 'noise_7', 'Flight', 'DayOfWeek', 'Time', 'Length', 'Airline', 'AirportFrom', 'AirportTo', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'noise_4', 'noise_5', 'noise_6', 'noise_7', 'Flight', 'DayOfWeek', 'Time', 'Length', 'Airline', 'AirportFrom', 'AirportTo', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'noise_4', 'noise_5', 'noise_7', 'Flight', 'DayOfWeek', 'Time', 'Length', 'Airline', 'AirportFrom', 'AirportTo', 'AG_normal_noise_1'], ['noise_2', 'noise_4', 'noise_5', 'noise_7', 'Flight', 'DayOfWeek', 'Time', 'Length', 'Airline', 'AirportFrom', 'AirportTo', 'AG_normal_noise_1']]","[0.6663, 0.667, 0.6674, 0.667]","[0.6661, 0.6676, 0.6673, 0.6673]"
airlines,normal_hard,BaggedLGBModel,1,"[['noise_1', 'noise_2', 'noise_3', 'noise_4', 'noise_5', 'noise_6', 'noise_7', 'Flight', 'DayOfWeek', 'Time', 'Length', 'Airline', 'AirportFrom', 'AirportTo', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'noise_3', 'noise_4', 'noise_5', 'noise_6', 'Flight', 'DayOfWeek', 'Time', 'Length', 'Airline', 'AirportFrom', 'AirportTo', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'noise_3', 'noise_4', 'noise_5', 'noise_7', 'Flight', 'DayOfWeek', 'Time', 'Length', 'Airline', 'AirportFrom', 'AirportTo', 'AG_normal_noise_1'], ['noise_2', 'noise_3', 'noise_4', 'noise_5', 'noise_7', 'Flight', 'DayOfWeek', 'Time', 'Length', 'Airline', 'AirportFrom', 'AirportTo', 'AG_normal_noise_1'], ['noise_2', 'noise_3', 'noise_5', 'noise_7', 'Flight', 'DayOfWeek', 'Time', 'Length', 'Airline', 'AirportFrom', 'AirportTo', 'AG_normal_noise_1'], ['noise_2', 'noise_4', 'noise_5', 'noise_7', 'Flight', 'DayOfWeek', 'Time', 'Length', 'Airline', 'AirportFrom', 'AirportTo', 'AG_normal_noise_1']]","[0.666, 0.666, 0.6662, 0.6665, 0.6665, 0.6664]","[0.6665, 0.6666, 0.6671, 0.6672, 0.6675, 0.6673]"
airlines,normal_hard,LGBModel,2,"[['noise_1', 'noise_2', 'noise_3', 'noise_4', 'noise_5', 'noise_6', 'noise_7', 'Flight', 'DayOfWeek', 'Time', 'Length', 'Airline', 'AirportFrom', 'AirportTo', 'AG_normal_noise_1'], ['noise_2', 'noise_3', 'noise_4', 'noise_5', 'noise_6', 'noise_7', 'Flight', 'DayOfWeek', 'Time', 'Length', 'Airline', 'AirportFrom', 'AirportTo', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'noise_3', 'noise_5', 'noise_6', 'noise_7', 'Flight', 'DayOfWeek', 'Time', 'Length', 'Airline', 'AirportFrom', 'AirportTo', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'noise_3', 'noise_4', 'noise_5', 'noise_6', 'Flight', 'DayOfWeek', 'Time', 'Length', 'Airline', 'AirportFrom', 'AirportTo', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'noise_3', 'noise_4', 'noise_6', 'Flight', 'DayOfWeek', 'Time', 'Length', 'Airline', 'AirportFrom', 'AirportTo', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'noise_4', 'noise_5', 'noise_6', 'Flight', 'DayOfWeek', 'Time', 'Length', 'Airline', 'AirportFrom', 'AirportTo', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'noise_3', 'noise_4', 'noise_5', 'noise_6', 'DayOfWeek', 'Time', 'Length', 'Airline', 'AirportFrom', 'AirportTo', 'AG_normal_noise_1'], ['noise_1', 'noise_3', 'noise_4', 'noise_5', 'noise_6', 'Flight', 'DayOfWeek', 'Time', 'Length', 'Airline', 'AirportFrom', 'AirportTo', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'noise_3', 'noise_4', 'noise_5', 'Flight', 'DayOfWeek', 'Time', 'Length', 'Airline', 'AirportFrom', 'AirportTo', 'AG_normal_noise_1']]","[0.6672, 0.6666, 0.6662, 0.6673, 0.6672, 0.6666, 0.6659, 0.6662, 0.6666]","[0.6662, 0.666, 0.666, 0.6669, 0.6665, 0.6669, 0.6664, 0.6665, 0.6664]"
airlines,normal_hard,BaggedLGBModel,2,"[['noise_1', 'noise_2', 'noise_3', 'noise_4', 'noise_5', 'noise_6', 'noise_7', 'Flight', 'DayOfWeek', 'Time', 'Length', 'Airline', 'AirportFrom', 'AirportTo', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'noise_4', 'noise_5', 'noise_6', 'noise_7', 'Flight', 'DayOfWeek', 'Time', 'Length', 'Airline', 'AirportFrom', 'AirportTo', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'noise_5', 'noise_6', 'noise_7', 'Flight', 'DayOfWeek', 'Time', 'Length', 'Airline', 'AirportFrom', 'AirportTo', 'AG_normal_noise_1'], ['noise_2', 'noise_4', 'noise_5', 'noise_6', 'noise_7', 'Flight', 'DayOfWeek', 'Time', 'Length', 'Airline', 'AirportFrom', 'AirportTo', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'noise_4', 'noise_5', 'noise_6', 'Flight', 'DayOfWeek', 'Time', 'Length', 'Airline', 'AirportFrom', 'AirportTo', 'AG_normal_noise_1'], ['noise_1', 'noise_4', 'noise_5', 'noise_6', 'Flight', 'DayOfWeek', 'Time', 'Length', 'Airline', 'AirportFrom', 'AirportTo', 'AG_normal_noise_1'], ['noise_1', 'noise_4', 'noise_5', 'Flight', 'DayOfWeek', 'Time', 'Length', 'Airline', 'AirportFrom', 'AirportTo', 'AG_normal_noise_1'], ['noise_1', 'noise_4', 'noise_6', 'Flight', 'DayOfWeek', 'Time', 'Length', 'Airline', 'AirportFrom', 'AirportTo', 'AG_normal_noise_1']]","[0.6661, 0.6664, 0.6664, 0.6663, 0.6665, 0.6666, 0.6666, 0.6664]","[0.6669, 0.6673, 0.6673, 0.6674, 0.6672, 0.6674, 0.6675, 0.6669]"
australian,original,LGBModel,0,"[['A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A13', 'A14', 'AG_normal_noise_1'], ['A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1']]","[0.9182, 0.9182, 0.9182]","[0.8551, 0.8551, 0.8551]"
australian,original,BaggedLGBModel,0,"[['A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['A1', 'A2', 'A3', 'A4', 'A5', 'A7', 'A8', 'A9', 'A10', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A13', 'A14', 'AG_normal_noise_1'], ['A1', 'A2', 'A3', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['A1', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['A1', 'A2', 'A3', 'A4', 'A6', 'A7', 'A8', 'A9', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['A1', 'A2', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A8', 'A9', 'A12', 'A13', 'A14', 'AG_normal_noise_1']]","[0.8913, 0.8949, 0.8859, 0.8895, 0.8913, 0.8859, 0.8877, 0.9004, 0.8859, 0.8895, 0.8859]","[0.8478, 0.8478, 0.8623, 0.8478, 0.8551, 0.8551, 0.8623, 0.8551, 0.8551, 0.8551, 0.8551]"
australian,original,LGBModel,1,"[['A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A13', 'A14', 'AG_normal_noise_1'], ['A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['A1', 'A2', 'A3', 'A4', 'A5', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['A1', 'A2', 'A3', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1']]","[0.9091, 0.9091, 0.9091, 0.9091, 0.9091, 0.9091, 0.9091]","[0.8551, 0.8551, 0.8551, 0.8551, 0.8551, 0.8551, 0.8551]"
australian,original,BaggedLGBModel,1,"[['A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A13', 'A14', 'AG_normal_noise_1'], ['A1', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['A1', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A12', 'A13', 'A14', 'AG_normal_noise_1']]","[0.8714, 0.8714, 0.8768, 0.875, 0.8732]","[0.8696, 0.8696, 0.8623, 0.8623, 0.8623]"
australian,original,LGBModel,2,"[['A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['A1', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A13', 'A14', 'AG_normal_noise_1'], ['A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['A1', 'A2', 'A3', 'A4', 'A5', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['A1', 'A2', 'A3', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['A1', 'A2', 'A3', 'A4', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1']]","[0.9091, 0.8818, 0.9, 0.8909, 0.9, 0.9091, 0.9091, 0.9, 0.8818, 0.8818, 0.8727]","[0.8696, 0.8768, 0.8696, 0.8696, 0.8768, 0.8696, 0.8696, 0.8696, 0.8623, 0.8623, 0.8623]"
australian,original,BaggedLGBModel,2,"[['A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['A1', 'A2', 'A3', 'A4', 'A5', 'A7', 'A8', 'A9', 'A10', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['A1', 'A2', 'A3', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A13', 'A14', 'AG_normal_noise_1'], ['A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['A1', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A12', 'A13', 'A14', 'AG_normal_noise_1']]","[0.8877, 0.8895, 0.8859, 0.8877, 0.8877, 0.8877, 0.8841, 0.8877]","[0.8551, 0.8551, 0.8551, 0.8551, 0.8551, 0.8551, 0.8551, 0.8623]"
australian,normal_easy,LGBModel,0,"[['noise_1', 'noise_2', 'noise_3', 'A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1']]",[0.9],[0.8551]
australian,normal_easy,BaggedLGBModel,0,"[['noise_1', 'noise_2', 'noise_3', 'A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'noise_3', 'A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A13', 'A14', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'noise_3', 'A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'noise_3', 'A1', 'A2', 'A3', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'noise_3', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'noise_3', 'A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['noise_2', 'noise_3', 'A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A12', 'A13', 'A14', 'AG_normal_noise_1']]","[0.8841, 0.8822, 0.8859, 0.8804, 0.8822, 0.8859, 0.8822, 0.8859]","[0.8623, 0.8623, 0.8623, 0.8623, 0.8623, 0.8696, 0.8623, 0.8623]"
australian,normal_easy,LGBModel,1,"[['noise_1', 'noise_2', 'noise_3', 'A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'noise_3', 'A1', 'A2', 'A3', 'A4', 'A5', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'noise_3', 'A1', 'A2', 'A3', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'noise_3', 'A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'noise_3', 'A1', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'noise_3', 'A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A13', 'A14', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'noise_3', 'A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A12', 'A13', 'A14', 'AG_normal_noise_1']]","[0.9, 0.9, 0.9, 0.8909, 0.8909, 0.9, 0.9, 0.9]","[0.8551, 0.8551, 0.8551, 0.8623, 0.8623, 0.8551, 0.8623, 0.8551]"
australian,normal_easy,BaggedLGBModel,1,"[['noise_1', 'noise_2', 'noise_3', 'A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'noise_3', 'A1', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'noise_3', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'noise_3', 'A1', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A13', 'A14', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'noise_3', 'A1', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'A1', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'A1', 'A3', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'A1', 'A3', 'A4', 'A5', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1']]","[0.8641, 0.8768, 0.875, 0.8732, 0.8732, 0.8822, 0.8822, 0.8696]","[0.8623, 0.8623, 0.8551, 0.8623, 0.8551, 0.8696, 0.8623, 0.8623]"
australian,normal_easy,LGBModel,2,"[['noise_1', 'noise_2', 'noise_3', 'A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['noise_1', 'A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['noise_2', 'A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['noise_2', 'A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['noise_2', 'A1', 'A2', 'A3', 'A4', 'A5', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['noise_2', 'A1', 'A2', 'A4', 'A5', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['noise_2', 'A1', 'A2', 'A3', 'A4', 'A5', 'A7', 'A8', 'A9', 'A10', 'A11', 'A13', 'A14', 'AG_normal_noise_1'], ['noise_2', 'A1', 'A2', 'A3', 'A5', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['noise_2', 'A1', 'A2', 'A3', 'A4', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1']]","[0.8818, 0.8909, 0.8818, 0.8909, 0.9, 0.8909, 0.9182, 0.9, 0.9182, 0.8818, 0.8909]","[0.8768, 0.8623, 0.8768, 0.8696, 0.8768, 0.8768, 0.8696, 0.8696, 0.8768, 0.8478, 0.8623]"
australian,normal_easy,BaggedLGBModel,2,"[['noise_1', 'noise_2', 'noise_3', 'A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'noise_3', 'A1', 'A2', 'A3', 'A4', 'A5', 'A6', 'A7', 'A8', 'A9', 'A10', 'A11', 'A13', 'A14', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'noise_3', 'A1', 'A2', 'A3', 'A4', 'A5', 'A7', 'A8', 'A9', 'A10', 'A11', 'A12', 'A13', 'A14', 'AG_normal_noise_1'], ['noise_1', 'noise_2', 'noise_3', 'A1', 'A2', 'A3', 'A4', 'A5', 'A7', 'A8', 'A9', 'A10', 'A12', 'A13', 'A14', 'AG_normal_noise_1']]","[0.8786, 0.8786, 0.8804, 0.8822]","[0.8623, 0.8623, 0.8623, 0.8551]"
